YEAR,VEHICLE,PURCHASER,DATE,DEAL
18,F150,ADESA,8/14/2020,104677
19,F150,ADESA,8/14/2020,104671
19,F150,ADESA,8/14/2020,104661
18,F150,ADESA,8/14/2020,104666
19,F150,MEDWAY IMPORTS,,104155
18,F150,MEDWAY IMPORTS,,104154
19,F150,MEDWAY IMPORTS,,104153
19,F150,MEDWAY IMPORTS,,104156
18,F150,MEDWAY IMPORTS,,104152
16,MUSTANG,PLATINUM AUTO,8/18/2020,104770
17,ESCAPE,TRADEREV,8/11/2020,104784
13,FUSION,TRADEREV,8/7/2020,104785
19,NAVIGATOR,TRADEREV,8/11/2020,104786
16,JETTA,TRADEREV,8/17/2020,104787
19,MAZDA 3,TRADEREV,8/11/2020,104788
17,NAVIGATOR,TRADEREV,8/17/2020,104789
16,EDGE,TRADEREV,8/17/2020,104790
11,FRONTIER,ALEXANDRIA,8/19/2020,104804
9,F150,ALEXANDRIA,8/19/2020,104805
10,CARAVAN,ALEXANDRIA,8/19/2020,104806
16,F150,ADESA,8/21/2020,104927
16,F150,ADESA,8/21/2020,104928
18,F150,ADESA,8/21/2020,104929
18,F150,ADESA,8/21/2020,104930
18,F150,ADESA,8/21/2020,104931
18,F150,ADESA,8/21/2020,104932
19,F350,ADESA,8/21/2020,104933
18,F450,ADESA,8/21/2020,104934
18,F150,ADESA,8/21/2020,104935
18,F150,ADESA,8/21/2020,104936
19,F150,ADESA,8/21/2020,104937
19,F150,ADESA,8/21/2020,104938
18,F150,ADESA,8/21/2020,104939
17,F150,ADESA,8/21/2020,104940
18,F150,ADESA,8/21/2020,104941
17,F150,ADESA,8/21/2020,104942
18,F150,ADESA,8/21/2020,104943
18,F150,ADESA,8/21/2020,104944
19,F150,ADESA,8/21/2020,104945
18,F150,ADESA,8/28/2020,105072
18,F150,ADESA,8/28/2020,105073
17,F150,ADESA,8/28/2020,105074
17,F150,ADESA,8/28/2020,105075
17,F150,ADESA,8/28/2020,105084
17,F150,ADESA,8/28/2020,105085
19,F150,ADESA,8/28/2020,105088
16,F250,ADESA,8/28/2020,105068
18,F150,ADESA,8/28/2020,105071
17,EXPEDITION,ADESA,8/28/2020,105067
18,F150,ADESA,8/28/2020,105069
18,F150,ADESA,8/28/2020,105070
18,F150,ADESA,8/28/2020,105076
19,F150,ADESA,8/28/2020,105077
19,F150,ADESA,8/28/2020,105078
18,F150,ADESA,8/28/2020,105079
19,F150,ADESA,8/28/2020,105080
19,F150,ADESA,8/28/2020,105081
19,F150,ADESA,8/28/2020,105082
18,F150,ADESA,8/28/2020,105083
17,F150,ADESA,8/28/2020,105086
17,F150,ADESA,8/28/2020,105087
17,ESCAPE,TRADEREV,8/25/2020,105030
20,ELANTRA,TRADEREV,8/25/2020,105031
17,ESCAPE,TRADEREV,8/25/2020,105032
17,ESCAPE,TRADEREV,8/25/2020,105033
18,CIVIC,TRADEREV,8/19/2020,105034
18,ACCORD,TRADEREV,8/11/2020,105035
18,ACCORD,TRADEREV,8/22/2020,105036
15,ODYSSEY,TRADEREV,8/22/2020,105037
14,F150,TRADEREV,8/19/2020,105038
15,F250,TRADEREV,8/19/2020,105039
16,EXPLORER,TRADEREV,8/19/2020,105040
17,ESCAPE,TRADEREV,8/22/2020,105041
17,ESCAPE,TRADEREV,8/19/2020,105042
14,SEQUOIA,TRADEREV,8/5/2020,105043
16,RC 350,TRADEREV,8/25/2020,105044
19,F150,MEDWAY IMPORTS,,105061
17,F150,MEDWAY IMPORTS,,105062
17,F150,MEDWAY IMPORTS,,105063
19,EXPEDITION,MEDWAY IMPORTS,,105064
19,EXPEDITION,MEDWAY IMPORTS,,105065
15,WRANGLER,MEDWAY IMPORTS,,105066
9,F150,AUTO LEASING,8/31/2020,105234
8,NAVIGATOR,AUTO LEASING,8/31/2020,105233
11,SENTRA,AUTO LEASING,8/31/2020,104454
16,ACADIA,AUTO LEASING,8/31/2020,105235
14,ESCAPE,AUTO LEASING,8/31/2020,105236
14,EDGE,AUTO LEASING,8/31/2020,105237
16,FOCUS,AUTO LEASING,8/31/2020,105238
15,CARAVAN,AUTO LEASING,8/31/2020,105239
12,PASSAT,AUTO LEASING,8/31/2020,105240
18,ESCAPE,TRADEREV,9/1/2020,105265
18,ESCAPE,TRADEREV,8/31/2020,105266
17,ESCAPE,TRADEREV,8/29/2020,105267
17,ESCAPE,TRADEREV,8/25/2020,105268
15,RAM 1500,TRADEREV,8/29/2020,105269
12,FIESTA,TRADEREV,8/29/2020,105270
16,EDGE,TRADEREV,8/29/2020,105271
16,ESCAPE,TRADEREV,8/29/2020,105272
16,TRANSIT,TRADEREV,8/29/2020,105273
17,EDGE,TRADEREV,8/31/2020,105274
14,BMW 335I,TRADEREV,,105275
17,CIVIC,TRADEREV,8/29/2020,105276
17,FOCUS,TRADEREV,8/31/2020,105277
17,TRANSIT,TRADEREV,8/29/2020,105278
8,SPRINTER,TRADEREV,8/29/2020,105279
17,ESCAPE,TRADEREV,8/31/2020,105282
15,F150,ALEXANDRIA,9/8/2020,105309
10,FLEX,ALEXANDRIA,9/8/2020,105310
11,AVALANCHE,ALEXANDRIA,9/8/2020,105311
16,PATHFINDER,ALEXANDRIA,9/8/2020,105312
10,EDGE,ALEXANDRIA,9/8/2020,105313
16,EXPEDITION,MEDWAY IMPORTS,,105327
18,F150,MEDWAY IMPORTS,,105328
18,F150,MEDWAY IMPORTS,,105329
19,F150,MEDWAY IMPORTS,,105330
19,MUSTANG,MEDWAY IMPORTS,,105331
19,F150,MEDWAY IMPORTS,,105332
17,F150,ADESA,9/11/2020,
17,F150,ADESA,9/11/2020,
18,F150,ADESA,9/11/2020,
18,F150,ADESA,9/11/2020,
18,F150,ADESA,9/11/2020,
17,F150,ADESA,9/11/2020,
16,F150,ADESA,9/11/2020,
18,F150,ADESA,9/11/2020,
17,F150,ADESA,9/11/2020,
17,F150,ADESA,9/11/2020,
16,F150,ADESA,9/11/2020,
19,F150,ADESA,9/11/2020,
18,F150,ADESA,9/11/2020,
15,F150,ADESA,9/11/2020,
18,F150,ADESA,9/11/2020,
19,F150,ADESA,9/11/2020,
18,F150,ADESA,9/11/2020,
18,F150,ADESA,,
16,ESCAPE,PELLONI AUTO,8/18/2020,
11,EXPLORER,AUTO LEASING,9/4/2020,
14,C300,AUTO LEASING,9/4/2020,
18,F150,ADESA,9/10/2020,
14,BMW 335I,TRADEREV,9/9/2020,105275
11,BMW X6,TRADEREV,9/12/2020,105684
10,F150,TRADEREV,9/5/2020,105681
16,GLE350,TRADEREV,9/5/2020,105680
17,ESCAPE,TRADEREV,9/9/2020,105672
13,EXPLORER,TRADEREV,9/5/2020,105673
6,E-CLASS,TRADEREV,9/5/2020,105674
13,LANCER,TRADEREV,9/12/2020,105675
14,ESCAPE,TRADEREV,9/12/2020,105676
14,TUNDRA,TRADEREV,9/12/2020,105677
11,EDGE,TRADEREV,9/5/2020,105678
18,ESCAPE,TRADEREV,9/9/2020,105679
18,F150,MEDWAY IMPORTS,,105943
18,WRANGLER,MEDWAY IMPORTS,,105942
17,F150,MEDWAY IMPORTS,,105941
18,F150,MEDWAY IMPORTS,,105840
19,F150,MEDWAY IMPORTS,,105839
19,EXPEDITION,EAST METRO,,105405
18,F150,ADESA,9/21/2020,105944
11,TUCSON,ALEXANDRIA,9/16/2020,105787
11,ESCAPE,ALEXANDRIA,9/16/2020,105788
9,F150,ALEXANDRIA,9/16/2020,105789
11,F150,ALEXANDRIA,9/16/2020,105790
11,ESCAPE,ALEXANDRIA,9/16/2020,105772
8,CHARGER,ALEXANDRIA,9/16/2020,105771
19,HIGHLANDER,AUTO LEASING,9/10/2020,105779
17,F150,AUTO LEASING,9/11/2020,105791
15,HIGHLANDER,TRADEREV,9/5/2020,106110
19,TUCSON,TRADEREV,9/18/2020,106111
18,TIGUAN,TRADEREV,9/17/2020,106113
18,EXPRESS,TRADEREV,9/17/2020,106114
17,EXPLORER,TRADEREV,9/17/2020,106115
13,SANTA FE,TRADEREV,9/17/2020,106116
11,SANTA FE,TRADEREV,9/17/2020,106117
14,F150,TRADEREV,9/17/2020,106118
17,TRANSIT,TRADEREV,9/5/2020,106119
15,EXPRESS,TRADEREV,9/5/2020,106120
12,F350,AUTO LEASING,9/24/2020,104456
14,EDGE,AUTO LEASING,9/24/2020,105782
10,EDGE,AUTO LEASING,9/17/2020,105775
3,CORVETTE,AUTO LEASING,9/17/2020,105773
17,F150,AUTO LEASING,9/17/2020,105778
15,RAM 1500,AUTO LEASING,9/17/2020,
8,SEQUOIA,ALEXANDRIA,9/29/2020,106197
12,CIVIC,ALEXANDRIA,9/29/2020,106198
7,F150,ALEXANDRIA,9/29/2020,106199
6,F150,ALEXANDRIA,9/29/2020,106200
10,F150,ALEXANDRIA,9/29/2020,106201
16,IMPREZA,PRESTIGE,10/1/2020,106154
16,FOCUS,PRESTIGE,10/1/2020,10615
16,PILOT,PRESTIGE,10/1/2020,106152
18,CIVIC,PRESTIGE,10/1/2020,106151
16,CIVIC,PRESTIGE,10/1/2020,106150
14,SANTA FE,PRESTIGE,10/1/2020,106149
17,CRV,PRESTIGE,10/1/2020,106148
15,F150,PRESTIGE,10/1/2020,104201
6,BMW Z4,TRADEREV,9/26/2020,106284
17,EXPLORER,TRADEREV,9/24/2020,106289
17,ESCAPE,TRADEREV,9/29/2020,106273
18,F150,TRADEREV,9/26/2020,106283
17,EXPLORER,TRADEREV,9/29/2020,106274
17,FUSION,TRADEREV,9/29/2020,106278
10,FUSION,TRADEREV,9/29/2020,106279
7,MUSTANG,TRADEREV,9/24/2020,106287
12,SEDONA,TRADEREV,9/26/2020,106275
13,TERRAIN,TRADEREV,9/24/2020,106276
15,EXPLORER,TRADEREV,9/26/2020,106282
15,EDGE,TRADEREV,9/24/2020,106288
15,FOCUS,TRADEREV,9/26/2020,106280
15,ELANTRA,TRADEREV,9/26/2020,106281
13,EXPLORER,TRADEREV,9/26/2020,106286
13,EXPLORER,TRADEREV,9/26/2020,106285
15,ESCAPE,TRADEREV,9/24/2020,106290
16,NAVIGATOR,TRADEREV,9/12/2020,106495
13,EDGE,TRADEREV,9/30/2020,106494
16,EXPLORER,TRADEREV,9/30/2020,106493
13,EDGE,TRADEREV,9/30/2020,106492
17,EXPLORER,TRADEREV,9/30/2020,106491
15,ESCAPE,TRADEREV,9/30/2020,106490
12,A5,TRADEREV,9/30/2020,106489
18,EXPLORER,TRADEREV,9/30/2020,106488
17,FUSION,TRADEREV,9/30/2020,106487
17,EXPLORER,TRADEREV,9/30/2020,106486
17,FUSION,TRADEREV,9/30/2020,106485
7,SPECTRA 5,TRADEREV,9/30/2020,106484
16,JOURNEY,TRADEREV,10/3/2020,106483
18,FOCUS,TRADEREV,10/3/2020,106482
17,MUSTANG,TRADEREV,9/30/2020,106277
19,RANGER,MEDWAY IMPORTS,,106355
19,F250,MEDWAY IMPORTS,,106357
18,F150,MEDWAY IMPORTS,,106358
18,F150,MEDWAY IMPORTS,,106359
18,F150,MEDWAY IMPORTS,,106360
18,F150,MEDWAY IMPORTS,,106356
17,EXPLORER,MEDWAY IMPORTS,,106364
18,F150,MEDWAY IMPORTS,,106363
17,F150,MEDWAY IMPORTS,,106365
17,F150,MEDWAY IMPORTS,,106361
18,F150,MEDWAY IMPORTS,,106362
17,F150,MEDWAY IMPORTS,,106354
17,F150,ADESA,10/9/2020,106465
18,F150,ADESA,10/9/2020,106459
17,F150,ADESA,10/9/2020,106467
16,F150,ADESA,10/9/2020,106458
19,F150,ADESA,10/9/2020,106463
18,F150,ADESA,10/9/2020,106460
18,F150,ADESA,10/9/2020,106461
18,F150,ADESA,10/9/2020,106466
19,F150,ADESA,10/9/2020,106464
18,F150,ADESA,10/9/2020,106454
18,F150,ADESA,10/9/2020,106457
18,F150,ADESA,10/9/2020,106456
18,F150,ADESA,10/9/2020,106455
16,F150,ADESA,10/9/2020,106462
17,F150,ADESA,10/9/2020,106468
15,RAM 1500,TRADEREV,10/8/2020,106561
17,CARAVAN,TRADEREV,10/8/2020,106562
14,F150,TRADEREV,10/8/2020,106563
16,ROGUE,TRADEREV,10/8/2020,106564
8,SAVANA,TRADEREV,10/8/2020,106565
4,SIERRA,TRADEREV,10/8/2020,106566
11,0 F250,TRADEREV,10/8/2020,106567
12,F150,TRADEREV,10/3/2020,106569
17,EXPLORER,ADESA,10/16/2020,106639
18,EXPLORER,ADESA,10/16/2020,106647
18,F150,ADESA,10/16/2020,106640
11,F150,ADESA,10/16/2020,106646
17,F150,ADESA,10/16/2020,106645
18,F150,ADESA,10/16/2020,106642
18,F150,ADESA,10/16/2020,106643
18,F150,ADESA,10/16/2020,106644
19,F150,ADESA,10/16/2020,106641
17,EXPLORER,TRADEREV,10/13/2020,106648
13,F150,TRADEREV,10/10/2020,106649
15,ESCAPE,TRADEREV,10/13/2020,106650
14,SANTA FE,TRADEREV,10/13/2020,106651
15,SONATA,TRADEREV,10/13/2020,106652
10,F150,TRADEREV,10/14/2020,106653
18,RAPTOR,MEDWAY IMPORTS,,106775
19,F150,MEDWAY IMPORTS,,106774
18,F150,MEDWAY IMPORTS,,106772
20,F150,MEDWAY IMPORTS,,106771
16,F150,MEDWAY IMPORTS,,106770
19,F150,MEDWAY IMPORTS,,106769
18,F150,MEDWAY IMPORTS,,106768
18,F150,MEDWAY IMPORTS,,106767
16,F150,MEDWAY IMPORTS,,106766
18,F150,MEDWAY IMPORTS,,106765
18,F150,MEDWAY IMPORTS,,106764
17,F150,MEDWAY IMPORTS,,106763
18,F150,MEDWAY IMPORTS,,106762
18,F150,MEDWAY IMPORTS,,106761
19,F150,MEDWAY IMPORTS,,106773
10,F150,ALEXANDRIA,10/20/2020,106807
10,F150,ALEXANDRIA,10/20/2020,106808
12,SILVERADO,ALEXANDRIA,10/20/2020,106809
13,SONATA,ALEXANDRIA,10/20/2020,106810
13,EXPLORER,ALEXANDRIA,10/20/2020,106811
13,F150,ALEXANDRIA,10/20/2020,106812
13,F150,ALEXANDRIA,10/20/2020,106813
12,EXPLORER,ALEXANDRIA,10/20/2020,106814
13,ACADIA,ALEXANDRIA,10/20/2020,106815
15,F150,AUTO LEASING,10/19/2020,160851
16,CHEROKEE,AUTO LEASING,10/19/2020,106852
15,TRANSIT,AUTO LEASING,10/19/2020,106853
17,EXPLORER,ADESA,10/23/2020,106862
18,F150,ADESA,10/23/2020,106864
18,F150,ADESA,10/23/2020,106865
17,F150,ADESA,10/23/2020,106870
18,F150,ADESA,10/23/2020,106873
18,F150,ADESA,10/23/2020,106868
17,F150,ADESA,10/23/2020,106874
17,F250,ADESA,10/23/2020,106863
18,F150,ADESA,10/23/2020,106866
17,F150,ADESA,10/23/2020,106867
18,F150,ADESA,10/23/2020,106869
18,F150,ADESA,10/23/2020,106871
18,F150,ADESA,10/23/2020,106872
11,TUCSON,ALEXANDRIA,10/26/2020,106876
11,SONATA,ALEXANDRIA,10/26/2020,106877
11,MERCEDES,ALEXANDRIA,10/26/2020,106878
14,F150,ALEXANDRIA,10/26/2020,106879
20,20 RAV 4,TRADEREV,10/17/2020,106904
18,FORESTER,TRADEREV,10/20/2020,106905
18,SENTRA,TRADEREV,10/17/2020,106906
15,ROGUE,TRADEREV,10/20/2020,106908
10,F150,TRADEREV,10/17/2020,106909
11,MERCEDES,TRADEREV,10/20/2020,106910
9,ACCORD,TRADEREV,10/17/2020,106912
12,RVR,TRADEREV,10/20/2020,106913
12,EDGE,TRADEREV,10/20/2020,106914
12,SONATA,TRADEREV,10/20/2020,106915
13,BMW M5,TRADEREV,10/17/2020,106903
16,FUSION,TRADEREV,10/21/2020,106926
19,F150,MEDWAY IMPORTS,,106917
19,F150,MEDWAY IMPORTS,,106920
18,F150,MEDWAY IMPORTS,,106918
18,F150,MEDWAY IMPORTS,,106916
14,WRANGLER,MEDWAY IMPORTS,,106919
18,F150,MEDWAY IMPORTS,,106921
5,F150,ALEXANDRIA,10/30/2020,107017
9,ECONO VAN,ALEXANDRIA,10/30/2020,107016
3,CELICA,ALEXANDRIA,10/30/2020,107015
8,SANTA FE,ALEXANDRIA,10/30/2020,107014
13,CONNECT,ALEXANDRIA,10/30/2020,107013
7,MAZDA 3,ALEXANDRIA,10/30/2020,107012
14,RAM 1500,AUTO LEASING,10/27/2020,104455
17,SILVERADO,AUTO LEASING,10/27/2020,105776
19,F150,AUTO LEASING,10/27/2020,105780
18,COLORADO,AUTO LEASING,10/27/2020,105774
19,F150,ADESA,10/30/2020,107027
14,F150,ADESA,10/30/2020,107029
16,T250,ADESA,10/30/2020,107023
18,F150,ADESA,10/30/2020,107028
18,F150,ADESA,10/30/2020,107021
19,F150,ADESA,10/30/2020,107025
18,F150,ADESA,10/30/2020,107024
18,F150,ADESA,10/30/2020,107022
16,FUSION,ADESA,10/30/2020,107026
16,EDGE,TRADEREV,10/24/2020,107032
15,CIVIC,TRADEREV,10/24/2020,107033
7,TAURUS,TRADEREV,10/24/2020,107034
16,FUSION,TRADEREV,10/24/2020,107035
13,F150,TRADEREV,10/24/2020,107036
15,FUSION,TRADEREV,10/27/2020,107037
11,MERCEDES,TRADEREV,10/27/2020,107038
17,ESCAPE,TRADEREV,10/27/2020,107039
15,TACOMA,TRADEREV,10/27/2020,107040
17,COROLLA,TRADEREV,6/29/2020,107041
14,FLEX,AUTO LEASING,10/28/2020,107212
12,JOURNEY,AUTO LEASING,10/28/2020,107213
17,EXPLORER,AUTO LEASING,10/28/2020,107214
17,F150,ADESA,11/6/2020,107250
16,F150,ADESA,11/6/2020,107252
19,F350,ADESA,11/6/2020,107247
16,F350,ADESA,11/6/2020,107251
18,F150,ADESA,11/6/2020,107249
19,F150,ADESA,11/6/2020,107248
14,RONDO,TRADEREV,10/31/2020,107253
13,CARAVAN,TRADEREV,10/31/2020,107254
12,MUSTANG,TRADEREV,10/27/2020,107255
20,F250,MEDWAY IMPORTS,,107105
18,WRANGLER,MEDWAY IMPORTS,,107110
18,F150,MEDWAY IMPORTS,,107107
20,RANGER,MEDWAY IMPORTS,,107111
20,RANGER,MEDWAY IMPORTS,,107109
20,NAVIGATOR,MEDWAY IMPORTS,,107106
9,ODYSSEY,TRADEREV,11/6/2020,107338
13,ML350,TRADEREV,11/2/2020,107339
16,EDGE,TRADEREV,11/5/2020,107340
12,EQUINOX,TRADEREV,11/5/2020,107341
15,ALTIMA,TRADEREV,11/5/2020,107342
17,FUSION,TRADEREV,11/5/2020,107343
17,FUSION,TRADEREV,11/5/2020,107344
19,F150,MEDWAY IMPORTS,,107378
18,F150,MEDWAY IMPORTS,,107379
18,F150,MEDWAY IMPORTS,,107380
18,F150,MEDWAY IMPORTS,,107381
18,F150,MEDWAY IMPORTS,,107382
20,F150,MEDWAY IMPORTS,,107376
19,F150,MEDWAY IMPORTS,,107375
18,F150,MEDWAY IMPORTS,,107374
20,F150,MEDWAY IMPORTS,,107373
20,AVIATOR,MEDWAY IMPORTS,,107372
18,F150,MEDWAY IMPORTS,,107377
17,EDGE,S&D MOTOR,11/12/2020,107397
11,BMW 28X,S&D MOTOR,11/12/2020,107398
16,FOCUS,S&D MOTOR,11/12/2020,107399
17,ESCAPE,S&D MOTOR,11/12/2020,107400
18,CAMRY,TRADEREV,11/9/2020,107408
5,FX35,TRADEREV,11/9/2020,107409
17,EDGE,TRADEREV,11/9/2020,107410
5,EXPRESS,TRADEREV,11/9/2020,107411
13,NV200,TRADEREV,11/9/2020,107412
15,SUBURBAN,TRADEREV,10/27/2020,107413
18,EXPLORER,ADESA,11/13/2020,107450
18,EXPLORER,ADESA,11/13/2020,107451
17,F150,ADESA,11/13/2020,107452
18,F150,ADESA,11/13/2020,107453
18,F150,ADESA,11/13/2020,107454
19,F250,ADESA,11/13/2020,107455
18,F150,ADESA,11/13/2020,107456
19,F150,MEDWAY IMPORTS,,107449
19,F150,MEDWAY IMPORTS,,107448
18,F150,MEDWAY IMPORTS,,107447
20,NAVIGATOR,MEDWAY IMPORTS,,107446
18,F150,MEDWAY IMPORTS,,107445
7,DAVIDSON,PRIME LINE AUTO,11/13/2020,107394
18,F150,ADESA,11/16/2020,107463
19,F150,ADESA,11/20/2020,107503
19,F150,ADESA,11/20/2020,107501
18,F150,ADESA,11/20/2020,107497
15,TRANSIT,ADESA,11/20/2020,107500
15,SILVERADO,ADESA,11/20/2020,107499
19,F150,ADESA,11/20/2020,107502
19,F150,ADESA,11/20/2020,107498
18,F150,ADESA,11/20/2020,107504
11,CRUZE,LGT AUTO,,107475
9,ESCAPE,JM FINE AUTO,,106911
6,ODYSSEY,JM FINE AUTO,,107474
12,F150,JM FINE AUTO,,107473
19,HIGHLANDER,AUTO LEASING,10/30/2020,107506
16,CARAVAN,AUTO LEASING,10/30/2020,107507
6,NAVIGATOR,TRADEREV,11/13/2020,107508
2,BMW X5,TRADEREV,11/13/2020,107509
10,ACADIA,TRADEREV,11/13/2020,107510
15,F150,TRADEREV,11/13/2020,107511
14,VENZA,TRADEREV,11/13/2020,107512
16,SPRINTER,TRADEREV,11/13/2020,107513
17,ESCAPE,TRADEREV,11/18/2020,107534
17,CARAVAN,TRADEREV,11/18/2020,107535
16,RAV4,TRADEREV,11/18/2020,107536
13,EDGE,TRADEREV,11/18/2020,107537
17,ESCAPE,AUTOMANIA,,107564
19,F150,ADESA,11/18/2020,107566
